,X01,X02,X03,X04,X05,X06,X07,X08
121,-1.082971333,NA,0.916601149,111,8.419146653,3.363301371,0.439892421,3.264851274
122,-0.606028209,NA,0.976712379,111,11.03169273,4.408283185,0.018826094,96.46741145
123,-6.621002752,NA,0.777335642,111,7.27354621,2.905308131,0.034061255,5.641656982
124,14.05794814,NA,0.844149813,111,10.13536113,4.050100851,0.003114602,0.988002994
125,-2.259297716,NA,0.887856506,111,8.277050175,3.30676539,0.048558534,9.06959263
126,9.011221066,NA,0.539370703,111,6.464801107,2.581657286,0.122210047,0.13355242
127,11.92754682,NA,0.883395403,111,9.912496697,3.960788287,0.045486984,0.056976672
128,7.25695748,NA,0.960523195,111,3.772859249,1.50487198,0.087138957,6.531360628
129,7.712239642,NA,0.689299935,111,9.839077475,3.931460811,0.39763955,7.820432497
130,0.374482373,NA,0.744293315,111,8.880299887,3.547896296,0.43371941,0.344075869
131,6.323091855,NA,0.938723282,111,7.37056371,2.944000633,0.092642562,574.5938722
132,-2.361130541,NA,0.993982059,111,5.400157137,2.155771448,0.22327586,76.83695797
133,7.561007604,NA,0.735637373,111,2.753264078,1.097124719,0.122568,12.00366224
134,-7.995461547,NA,0.871539359,111,8.848855031,3.535400774,0.0618728,0.131384565
135,13.62504393,NA,0.721671743,111,10.15871383,4.059163763,0.011659527,243.2591095
136,3.944035674,NA,0.903619476,111,8.226656224,3.286619527,0.094868853,0.398961778
137,-7.681336632,NA,0.300751207,111,4.076986767,1.62669431,0.242258648,27.67943602
138,13.4647726,NA,0.702506928,111,5.288577503,2.11111968,0.063198142,57.06775487
139,-10.98718006,NA,0.74051191,111,12.25950411,4.89942799,0.0715537,11.2163699
140,-26.83507816,NA,0.718351905,111,12.03994987,4.811961696,1.121922722,211.8479104
141,-20.18370374,NA,0.618792287,111,10.31279883,4.120939957,0.213030102,0.00283593
142,-6.186096346,NA,0.980491087,111,6.379484189,2.547551409,0.210660319,12.65824503
143,-7.93490212,NA,0.678078898,111,9.640957386,3.852235713,0.498674126,1.086142896
144,8.325309608,NA,0.945092308,111,11.11833862,4.443068523,0.144407779,0.009597761
145,-29.45331295,NA,0.585956667,111,4.75008125,1.895652936,0.193608135,0.904861483
146,3.006397467,NA,0.555147166,111,11.76196709,4.700746446,0.210714696,22.07624217
147,-29.11332682,-481.3414033,0.875560406,111,6.807388238,2.718650112,0.098365049,0.028551747
148,4.832051385,NA,0.951695954,111,5.709028115,2.279493696,0.162519114,4.497598411
149,11.14301898,NA,0.996703878,111,4.857375553,1.93866317,0.082939427,0.04011285
150,18.72034042,NA,0.564676626,111,6.74581219,2.693940222,0.224933465,279.1356623
151,1.68524184,NA,0.742652569,111,1.88269706,0.748920433,0.125314459,125.722569
152,13.69828036,-489.4443878,0.876907455,111,5.370493323,2.143913291,0.298227036,13.81120574
153,4.479139295,NA,0.921115729,111,7.327185638,2.926808335,0.14500964,0.061433503
154,-22.50216604,NA,0.926193715,111,8.003841505,3.197477588,0.067901707,20.04868899
155,-17.75292898,NA,0.863906327,111,8.457237407,3.378524368,0.712341916,336.0614722
156,2.988463714,NA,0.930341803,111,6.4899961,2.591959428,0.385903605,0.018330764
157,-13.14113095,NA,0.391212672,111,6.36043425,2.539903482,0.233053393,2.484191481
158,0.124024556,NA,0.891545653,111,6.586158536,2.630404887,0.418885032,3.05886963
159,-3.874683922,NA,0.918599855,111,10.50168446,4.196375095,0.405347448,2.356007278
160,-2.80258959,NA,0.359204598,111,4.52982029,1.80783456,0.008829328,0.027773645
161,-3.480491212,NA,0.96491247,111,9.983163369,3.989247962,0.227083416,2.142350908
162,37.06315407,NA,0.391988803,111,7.361256062,2.940244717,0.334934145,0.81210636
163,1.896607222,NA,0.240304742,111,10.09401332,4.033235901,0.579708211,3.832221012
164,-11.74931418,NA,0.651702412,111,11.09975771,4.43567061,0.023133263,0.119860247
165,15.697529,NA,0.922654419,111,5.668252237,2.262907154,0.231366251,13.50025132
166,-6.140483427,NA,0.971801255,111,11.73867317,4.691308615,0.496582166,5.255113303
167,3.416002565,NA,0.980870166,111,6.615485797,2.64187022,0.043804235,5.467392838
168,8.289336373,NA,0.778554073,111,4.750320657,1.895873343,0.193054077,1.674751463
169,-2.301240577,NA,0.757564848,111,7.748856729,3.095338658,0.151248815,4.380603962
170,-8.901103047,NA,0.91697162,111,4.864431807,1.94165051,0.164511946,1.047315248
171,-11.51014555,NA,0.766639447,111,2.201980353,0.876608458,0.12435706,8.510792427
172,-4.106789749,NA,0.666527142,111,9.387416736,3.750853207,0.063765341,0.020255301
173,-20.6346283,NA,0.967367811,111,5.758170912,2.299043155,0.053422661,17.54888649
174,10.71801985,NA,0.677727769,111,8.214963493,3.281973525,0.144532568,1.031370696
175,13.84731821,NA,0.34462655,111,7.472972781,2.984871558,0.053250517,1893.344135
176,0.039864316,NA,0.882140153,111,4.658137214,1.858887888,0.233119017,2.423701448
177,-9.656018007,NA,0.581672493,111,6.505838317,2.598197365,0.155933841,0.005244681
178,-1.988299759,NA,0.785742635,111,6.210806916,2.480286108,0.65000646,8.326463123
179,-6.059556485,NA,0.388756335,111,5.764617612,2.30181891,0.052313384,0.290178447
180,0.608406796,NA,0.884983286,111,9.030987665,3.608342016,0.122162043,4.058020839
181,14.48872953,NA,0.913657536,111,11.18125868,4.46848832,0.161687139,0.001090639
182,9.504414055,NA,0.764075266,111,9.049824542,3.615690194,0.154480144,565.1041554
183,-1.5866128,NA,0.679920381,111,3.805597425,1.517903854,0.17404797,0.147397583
184,-7.863760787,NA,0.990362224,111,9.371997048,3.744704652,0.062670188,16.16235891
185,27.00768729,NA,0.739706082,111,14.24082487,5.692290362,0.113505949,4.463142349
186,-14.55319973,NA,0.853325018,111,4.095390678,1.633922768,0.403313499,1.0636749
187,8.559436993,NA,0.965210015,111,7.984150925,3.189266121,0.269718294,0.418742745
188,-5.34664366,NA,0.655063399,111,8.837603001,3.531004893,0.325481199,1.346759768
189,0.46279391,NA,0.80120691,111,11.27171698,4.504523196,0.120870721,1.358838131
190,20.06066826,NA,0.952532124,111,5.85676234,2.338592447,0.082261442,1.777511646
191,10.39850131,NA,0.879527879,111,8.888313229,3.551100649,0.164749717,1.290621506
192,13.22590876,NA,0.955356301,111,12.40485838,4.957829042,0.112902751,0.016779531
193,-18.19086196,NA,0.669142936,111,4.772856253,1.904830474,0.148395211,834.4896204
194,-1.448403913,NA,0.775744345,111,8.950950489,3.576091488,0.167278775,0.088322831
195,-6.161157904,NA,0.583517919,111,9.016051734,3.602025521,0.036832771,1171.414094
196,0.192201949,NA,0.942891636,111,10.00274906,3.996907477,0.062956477,35.85617601
197,2.620044395,NA,0.661776822,111,7.642077365,3.052563013,0.797836307,38.79492649
198,13.41409317,NA,0.955856381,111,10.0472613,4.014629258,0.500769496,10.87725333
199,5.205962179,NA,0.70327327,111,7.003149504,2.796900543,0.060331424,5.157145671
200,1.542726633,NA,0.966615269,111,6.24264934,2.492894305,0.204215996,0.125551433
201,-5.031894987,NA,0.640929533,111,11.08313232,4.429006413,0.051501759,0.211126391
202,7.339645215,NA,0.836315257,111,7.710619849,3.079864705,0.098538075,0.149045629
203,10.12121023,NA,0.552306057,111,12.68867487,5.071110809,0.279880143,0.370422738
204,5.742407025,NA,0.995478294,111,5.313562015,2.121384784,0.053131889,75.69043884
205,-11.85143978,NA,0.799570387,111,5.167533132,2.062985835,0.142993195,27.93038952
206,16.07658789,NA,0.590397605,111,3.266937138,1.302646156,0.420824341,34.6089604
207,2.466500579,NA,0.439514997,111,7.740019034,3.09194945,0.190869822,26.32893277
208,2.559595485,NA,0.98193126,111,5.775799289,2.306316496,0.268080771,2.626262482
209,5.010698966,NA,0.611349126,111,6.233273148,2.488983155,0.491019384,0.254908198
210,16.56196259,NA,0.503033853,111,10.2424551,4.092692169,0.110542712,155.4821291
211,6.118710979,NA,0.657835926,111,7.713582922,3.081235598,0.01440096,2.305675348
212,-14.30788135,NA,0.911132151,111,9.469237947,3.783518576,0.289930152,0.871745146
213,-3.196437632,NA,0.99960612,111,6.931256992,2.768422073,0.000865435,14.02318148
214,4.629352438,NA,0.730524677,111,7.186510991,2.870213062,0.713334881,124.8185572
215,0.24880861,NA,0.65176544,111,2.73884428,1.09126409,0.175882088,0.0835802
216,-11.37346572,NA,0.862014077,111,-0.074757415,-0.034174231,0.102080988,6.444873516
217,3.085539034,NA,0.492931195,111,6.327059418,2.526733506,0.336563872,10.47452901
218,-9.953110562,NA,0.844141168,111,4.412145111,1.760759131,0.082488079,0.017824368
219,-4.319959515,NA,0.410079673,111,5.446304979,2.174238137,0.160240775,0.035015371
220,30.6606849,NA,0.993162216,111,5.79385505,2.313533367,0.091946697,2.63184302
221,19.0487975,NA,0.586840491,111,7.602405745,3.036818725,0.009718734,2.566204748
222,-4.890591603,NA,0.764257556,111,6.784635156,2.709586289,0.007223509,1.162028218
223,4.387239872,NA,0.550836721,111,8.031376473,3.208517345,0.178698251,2215.240931
224,-4.141338259,NA,0.923569931,111,4.771219818,1.904155184,0.016918453,15.88246651
225,9.523146325,NA,0.885003747,111,7.530739205,3.008015565,0.767421132,1.719786983
226,-14.53495734,NA,0.562415466,111,5.808470569,2.319031409,0.384089472,0.020500707
227,-2.823862058,NA,0.393764651,111,10.03864618,4.011119539,0.13769793,4.976984045
228,-11.24229843,NA,0.792999587,111,8.011891396,3.200412055,2.062283391,19.56938071
229,-1.865348556,NA,0.720016394,111,8.46941544,3.383747313,0.073610276,0.283310617
230,-0.957020144,NA,0.822338731,111,8.284357209,3.30960652,0.083554516,0.109548703
231,10.35044011,NA,0.745560512,111,9.828176102,3.926891134,0.670011227,2.479916992
232,2.500911917,NA,0.907804358,111,5.121663698,2.044281001,0.367379523,1.630788567
233,7.357142522,NA,0.357102423,111,8.724246138,3.485507167,0.16785598,0.154274572
234,7.605702851,NA,0.935456328,111,6.146771149,2.454419702,0.012558117,12.06211134
235,23.04058658,NA,0.739069848,111,3.642708505,1.452970971,0.105996983,6.329941931
236,17.44925746,NA,0.532815603,111,6.595453749,2.634035146,0.550578189,1.210616885
237,-4.414276272,NA,0.742617404,111,3.752683261,1.496965135,0.259759718,4.794564012
238,-1.021837856,NA,0.682201149,111,5.256439941,2.098286539,0.051230208,0.339362203
239,-9.539927708,NA,0.859394013,111,10.11580082,4.042075504,0.182284834,19.98005376
240,-17.16347631,NA,0.937136944,111,6.988034858,2.790817544,0.050212084,6.795520778
241,15.41691599,NA,0.966594508,111,3.930356429,1.567769818,0.09035083,0.952218868
242,-2.778298812,NA,0.507256201,111,8.244250387,3.293663705,0.386198737,48.12267664
243,-2.926679769,NA,0.231668507,111,1.769816238,0.703720029,0.106824366,0.008495274
244,-7.500919896,NA,0.428099722,111,13.34916238,5.335381792,0.219932151,1.156719016
245,-19.61934302,NA,0.724773964,111,10.16243687,4.060897422,0.350230138,0.475395722
246,-1.564320361,NA,0.925311155,111,10.86849507,4.343242908,0.197993557,275.809039
247,-10.80771117,NA,0.993384949,111,8.427078792,3.366701341,0.007315609,4.024456978
248,5.903275276,NA,0.728879049,111,8.253842803,3.297263123,0.153963617,253.6540633
249,-13.02434744,NA,0.94134464,111,10.01798469,4.003036969,0.007236795,7.500476817
250,-3.683550826,NA,0.539757217,111,4.397849457,1.754909849,0.101148603,3.459958534
251,0.237237019,NA,0.781135867,111,6.530086218,2.607879052,0.006404855,0.538219204
252,-10.56566451,NA,0.799942056,111,6.716382435,2.682357623,0.005295202,183051.6315
253,-3.371690423,NA,0.86668973,111,9.446602916,3.774434006,0.066281096,0.100142836
254,20.92308408,NA,0.768704883,111,13.11159374,5.240251239,0.506803206,5.884259707
255,3.305618751,NA,0.993598345,111,11.87925211,4.747448848,0.086001006,20.5948621
256,-2.970954408,NA,0.820342853,111,10.19225856,4.072726161,0.170016784,236.8283577
257,1.924193082,NA,0.837640305,111,5.910900286,2.360133328,0.015880219,0.915933232
258,-19.04525844,NA,0.809414024,111,4.671981574,1.864443669,0.035092668,62.99016916
259,16.59565217,NA,0.942648707,111,7.788753752,3.111246632,0.269881669,36.74348839
260,-5.9061747,NA,0.857150992,111,9.331963809,3.728602723,0.172995987,4963.158668
261,13.29241067,NA,0.624402285,111,8.215593387,3.282048836,0.111460861,3.166068177
262,8.766929017,NA,0.85963647,111,8.44090106,3.372323866,0.126990711,0.451759984
263,7.463789828,NA,0.984546227,111,9.066518809,3.622359538,0.055562929,110.7679217
264,9.552319496,NA,0.787564394,111,4.847633558,1.934832804,0.589823291,3.119424501
265,10.24004906,NA,0.580995434,111,9.649904851,3.855820937,0.15761534,31.47252075
266,12.41190213,NA,0.389103356,111,5.960839457,2.380284391,0.284957811,7.0651658
267,-13.75200969,NA,0.707861856,111,6.760913009,2.70027758,0.10157403,0.808048918
268,-3.257359075,NA,0.665408061,111,5.401856708,2.156374848,0.072622948,0.00098838
269,8.00328451,NA,0.985849278,111,5.665456906,2.262065131,0.491769613,0.005461728
270,-18.55228694,NA,0.96427817,111,9.181244403,3.668373595,0.501360487,0.448004321
271,-2.529963388,-516.6358972,0.937256388,111,9.864934243,3.941825349,0.255694096,6.832103888
272,0.945328288,NA,0.879084589,111,7.141831786,2.852663498,0.055075976,0.116747827
273,7.534081648,NA,0.777116321,111,6.490592274,2.592234712,0.077553762,133.8867124
274,-7.727473628,NA,0.701766666,111,6.801830231,2.716460834,0.127945095,20.08763529
275,8.827107727,NA,0.897085856,111,9.580997595,3.828147958,0.295814244,0.007516871
276,0.55493551,NA,0.995304308,111,10.61229583,4.240701337,0.030950464,388.2819119
277,11.1251882,NA,0.903925262,111,4.664554762,1.861645543,0.638854243,1.794792963
278,0.157580953,NA,0.305202286,111,4.970046321,1.983921548,0.03402811,1757.017012
279,-4.831282818,NA,0.814484776,111,9.722234503,3.884494467,0.192924098,1.167016838
280,-16.76711842,NA,0.547166221,111,10.58801571,4.230865095,0.060247583,0.120445331
281,29.42653023,NA,0.369318742,111,7.001814427,2.79645925,0.221186276,270.015913
282,20.01033048,NA,0.518742557,111,8.29825244,3.315284907,0.134864188,0.58984768
283,-6.416930585,NA,0.909519643,111,8.017720464,3.202952231,0.164942167,0.034816335
284,11.38550592,NA,0.516948643,111,7.112114158,2.840798043,0.355127326,12904.27616
285,-18.67510863,NA,0.783256187,111,8.979277472,3.587435654,0.820745213,1.126314094
286,-5.399984827,NA,0.966841591,111,4.471596097,1.784338881,0.164715901,26.59985422
287,9.055231137,NA,0.774013838,111,7.210421003,2.879812148,0.060472498,14.69250884
288,-0.601732395,NA,0.96521162,111,5.655734603,2.258094788,0.484155216,4.422353671
289,-5.516153555,NA,0.945039524,111,5.617755642,2.242936834,0.227884403,23.94684996
290,-0.623627709,NA,0.353727547,111,5.567069324,2.222630465,0.268768675,3.21941296
291,-6.631982789,NA,0.945821404,111,8.550529837,3.415817206,0.188948508,27.46661782
292,22.1059942,NA,0.836202834,111,11.44847038,4.575121057,0.334307129,18.66603644
293,2.176966452,NA,0.446427244,111,7.610531501,3.039894333,0.03609372,8.407018327
294,28.54601836,NA,0.88406835,111,14.84771579,5.934756872,0.220818648,8.458767815
295,16.60929148,NA,0.57585044,111,8.804565113,3.517703335,0.260476093,4.5455737
296,4.930311084,NA,0.729469264,111,7.73290586,3.089159121,0.112448558,0.074853595
297,-6.052619343,NA,0.977400373,111,5.970634527,2.383885397,0.066025129,0.129336248
298,-8.426423523,NA,0.463382785,111,5.728359133,2.287100654,0.139393543,201.6817642
299,-2.983977239,NA,0.997558729,111,3.372873258,1.345143599,0.202504005,6.37645596
300,20.53442045,NA,0.94491884,111,9.350146538,3.735820895,0.017094979,0.075048901
301,-9.512995767,NA,0.938771006,111,9.036643341,3.610425299,0.109382982,0.084654002
302,6.714564195,NA,0.410765045,111,3.271354146,1.304151431,0.030804194,3.911532223
303,18.02552268,NA,0.822938324,111,9.065954906,3.622351029,0.761315708,62.48824399
304,-4.554962915,NA,0.950655125,111,9.409938569,3.759797756,0.10816835,1.06518058
305,2.339276494,NA,0.867763714,111,8.582658184,3.428760732,0.045413275,0.186688717
306,14.96668733,NA,0.921061886,111,6.052655569,2.416924849,0.132060051,0.655198112
307,-7.571708708,NA,0.922432106,111,3.34940417,1.335661226,0.663019643,0.488923461
308,5.500500325,NA,0.260665806,111,10.04937109,4.01570753,0.043209052,897.5327051
309,27.93918456,NA,0.943076503,111,7.730848752,3.088017905,0.160503252,13.20307488
310,18.49365936,NA,0.743381971,111,9.762628447,3.900793025,0.072537764,0.007519607
311,6.887774351,NA,0.947561516,111,8.787253334,3.510655434,0.899155808,0.81095412
312,-33.56065938,NA,0.946585057,111,6.965539717,2.78183595,0.148897414,16.75774781
313,31.39780728,NA,0.813269879,111,6.739449975,2.69160422,1.108196375,43.4553649
314,-11.01073913,NA,0.900688385,111,10.50417065,4.197480879,0.627856167,39.61390565
315,-18.6916079,NA,0.896545092,111,5.871708046,2.344382545,0.011768721,1.306612101
316,9.965315617,NA,0.652058503,111,6.450753586,2.575993833,0.136261941,186.2596256
317,0.201329538,NA,0.665149397,111,8.750251578,3.495818095,0.090230644,0.659636438
318,-3.262146868,NA,0.966768183,111,10.99529555,4.39378843,0.004957076,0.189476566
319,-11.43359623,NA,0.218904538,111,1.753963267,0.69736682,0.226952847,1.460197055
320,21.60514417,NA,0.615329557,111,7.581606549,3.028286484,1.200904799,47.66797636
